Route_ID,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Distance,Estimated_Time,Traffic_Conditions
64,64.88711730699521,57.06463533744983,-17.831441505883134,-49.451279254294604,37.82952085374239,75.65904170748477,heavy
65,36.27061490959494,79.44276667051173,-50.89944241702543,142.2774863349191,4.429095610384376,8.858191220768752,moderate
66,-84.66466576376135,50.700237433766176,62.714799979162706,59.05453152077334,33.689434105441535,67.37886821088307,moderate
67,84.41231720594362,-111.10995932883873,-63.71686748288529,115.28414067209184,26.883563401798654,53.76712680359731,heavy
68,-0.8131102788592983,-32.28588095039942,37.55932217033077,-20.343929393621636,46.52347112921854,93.04694225843708,heavy
69,28.177539506431827,20.677085698883786,41.7968955081644,-139.24967150776138,48.354591474711725,96.70918294942345,moderate
70,-58.79965721169971,59.03715115906746,-48.199116201730014,95.0399487426659,23.740486563997095,47.48097312799419,heavy
71,-30.34157568555134,-83.81611535629145,-28.147463317919417,18.703283056987345,25.98776500786972,51.97553001573944,heavy
72,-40.8582512346837,-110.80125776764713,62.26984904828274,-152.83472668530962,48.19964057605298,96.39928115210596,heavy
73,72.31860480064131,-62.69469701687359,-13.16590927172821,-87.79571955610784,3.0445522262060956,6.089104452412191,clear
74,45.70621058778025,131.40806919342617,-46.50568011668714,96.36979921790623,24.781744476330985,49.56348895266197,clear
75,-72.0281292928402,109.28670255862716,-57.85807251668832,-22.189938955878375,5.820053989731912,11.640107979463824,moderate
76,-2.8425895188595263,-117.83998639927378,-30.655502706850655,144.22542600957428,15.306121662450867,30.612243324901733,moderate
77,-60.73148183465865,170.28220855992123,56.990549165491956,29.571577081941797,27.404092039242855,54.80818407848571,clear
78,3.140686240043294,138.33616517042282,-19.935101913306696,-73.44338385067692,3.4882493832058437,6.976498766411687,heavy
79,-76.1916498519243,-168.70361405291672,-49.97787771432827,120.0568100257733,34.501465902195214,69.00293180439043,clear
80,-79.5059307534886,108.37635534483235,67.00044879317224,-112.45765588072828,27.79495844142931,55.58991688285862,heavy
81,-86.338793913683,-115.64096849555862,-16.643259634129294,-153.17688722428872,38.36535599260148,76.73071198520296,heavy
82,-77.58735900786237,-165.28188364831738,44.50089598228587,49.29664233340279,40.81696159793439,81.63392319586877,moderate
83,87.66904454022307,123.17852384740684,-69.80479061785167,-8.502481976702171,18.340922992451148,36.681845984902296,clear
84,49.6430973430941,100.79893450753889,65.19417899649042,101.70260435274571,24.491199466185503,48.982398932371005,clear
85,-45.08086699203851,-43.55659571259778,61.8521388377813,-135.1928725136558,11.633298515963636,23.266597031927272,moderate
86,17.440880534844638,62.3137461519577,11.914186939273009,155.59181129998933,36.678887918741616,73.35777583748323,moderate
87,36.59959995753478,78.83728912959026,42.37335470287158,-162.64177685881418,36.206155494866785,72.41231098973357,heavy
88,34.9595042630322,38.137552540312896,-25.571918554917346,97.5177718147076,46.0248117740469,92.0496235480938,clear
89,10.132488862007662,-43.50391457989747,66.89126458848861,-35.16983767726265,26.022579445429784,52.04515889085957,heavy
90,-86.23486658697365,136.32326405505881,-89.11126977277279,-166.44460390956755,24.626180060729574,49.25236012145915,heavy
91,12.420913754509684,-134.8818483535335,36.08466622820015,107.04737760366032,45.09668932613047,90.19337865226095,moderate
92,-17.811153883437825,-170.29032296469205,9.043237799978542,-96.507492640066,10.141638797633501,20.283277595267002,moderate
93,20.296079144890754,74.2876316337024,-73.52156955197728,122.7888931592704,8.167913507458602,16.335827014917204,moderate
94,83.01633531033241,-24.61488024869101,80.89329908591111,-29.825572491191906,35.76327598800861,71.52655197601722,moderate
95,-20.996352649063894,-37.83811236114718,-59.48555623291999,-127.32317706629294,26.45653989808181,52.91307979616362,moderate
96,-63.345803617421964,-62.96175154030175,28.20592542925141,17.795697349638317,15.702255072031335,31.40451014406267,clear
97,-56.866858903958814,-87.77854066619908,9.029355365408222,153.90153609986442,6.66119594359977,13.32239188719954,moderate
98,42.76248274320977,-113.32803997115026,71.88821038556418,-108.32949690690943,19.93807954111838,39.87615908223676,heavy
99,-50.895372061183494,42.70674336150188,30.605686421772887,20.62629657937984,2.506072470931434,5.012144941862868,heavy
